"Position","Track Name","Artist","Streams","URL","Country"
"50","Tuttecose","Gazzelle","814819","https://open.spotify.com/track/6KLjClrXcuXiX4PWGHtmDk","IT"
"51","Woman","Doja Cat","804185","https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4","IT"
"52","10 RAGAZZE (con ERNIA)","Rkomi","801180","https://open.spotify.com/track/4rstEjIOddR5CuzzLv2bhS","IT"
"53","Movimento lento (feat. Federico Rossi)","Annalisa","797370","https://open.spotify.com/track/3H6wIwh1C3GVJI0LaWQF7P","IT"
"54","Ferma A Guardare (feat. Pinguini Tattici Nucleari)","Ernia","765805","https://open.spotify.com/track/1eDC4NiUYgQSKpKDIvXxi4","IT"
"55","Magari no","Tommaso Paradiso","720654","https://open.spotify.com/track/20PzhsnRtXAZZv5EymhQsZ","IT"
"56","Thunder","Gabry Ponte","713855","https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB","IT"
"57","Don't Go Yet","Camila Cabello","702632","https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad","IT"
"58","Pistolero","Elettra Lamborghini","692541","https://open.spotify.com/track/6Y3E68GAhdvbJramkIOKJK","IT"
"59","love nwantiti (ah ah ah)","CKay","687289","https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g","IT"
"60","Fuori Ã¨ notte","Il Tre","686357","https://open.spotify.com/track/0gbl0gHhh40FudCySvWJNR","IT"
"61","Loca","Aka 7even","680646","https://open.spotify.com/track/6uS2uan3JwpHko4E8Bg0UR","IT"
"62","Giovane e triste","Nashley","678110","https://open.spotify.com/track/56WecW5HnWstqg0GvhseEP","IT"
"63","Balaclava (feat. Capo Plaza)","Tony Effe","674377","https://open.spotify.com/track/5yG2Z6SiaYbDy04enXnkMS","IT"
"64","MONTERO (Call Me By Your Name)","Lil Nas X","660642","https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W","IT"
"65","My Universe","Coldplay","658835","https://open.spotify.com/track/3FeVmId7tL5YN8B7R3imoM","IT"
"66","Shivers","Ed Sheeran","657677","https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r","IT"
"67","Ridere","Pinguini Tattici Nucleari","655064","https://open.spotify.com/track/5LZVK19ieaV8Mk9FsqTL3F","IT"
"68","Un altro ballo (feat. Anitta)","Fred De Palma","653376","https://open.spotify.com/track/0pmtvLQaPHx6nqZmi2KDbr","IT"
"69","THATS WHAT I WANT","Lil Nas X","625394","https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO","IT"
"70","Mohicani (feat. Baby K)","Boomdabash","609155","https://open.spotify.com/track/5Wml9i3afqwcm8UNDD1GXw","IT"
"71","Non Ã¨ mai troppo tardi","Federico Rossi","589278","https://open.spotify.com/track/0tsYxB1pizmaX2jEd5XVar","IT"
"72","Way 2 Sexy (with Future & Young Thug)","Drake","583399","https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG","IT"
"73","Chello Che VuÃ³ (feat. Geolier)","Lele Blade","565142","https://open.spotify.com/track/6sDPfKayq1ESoRhJpRHG77","IT"
"74","Ti raggiungerÃ²","Fred De Palma","565094","https://open.spotify.com/track/3cqu5fPwdsXZHIRpDeXPoh","IT"
"75","ZITTI E BUONI","MÃ¥neskin","558910","https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw","IT"
"76","Ricordarmi di scordarti","Mida","555503","https://open.spotify.com/track/7HfIA6XWVZWsLC7SSBdavy","IT"
"77","Fendi belt","Shiva","549644","https://open.spotify.com/track/3mYQaVTYv6suVMD1MjPBlR","IT"
"78","Ma ChÃ©rie (feat. Capo Plaza)","Baby Gang","549594","https://open.spotify.com/track/56oawXplSFrfIJSyZjBgez","IT"
"79","Vertigine","Elodie","545796","https://open.spotify.com/track/3fc6eZjU7Mv7gJUfxrbfMu","IT"
"80","Quanto ti vorrei","chiello","545032","https://open.spotify.com/track/1AC9rHDPQC3QoC3iYPeSEI","IT"
"81","QuÃ© MÃ¡s Pues?","J Balvin","536175","https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP","IT"
"82","Destri","Gazzelle","536145","https://open.spotify.com/track/53LX6p75hOcCtAelMDyB8B","IT"
"83","Superclassico","Ernia","530895","https://open.spotify.com/track/6Ahg1hncxUdK0ICqU03BCu","IT"
"84","Open Bar","Il Pagante","526411","https://open.spotify.com/track/3EyZw5sCXxOkE8EWsOIkB1","IT"
"85","lady","sangiovanni","520607","https://open.spotify.com/track/1h9HxkDH67X8cig593BBOb","IT"
"86","BANDITO (feat. Emis Killa & Paky)","Don Joe","511141","https://open.spotify.com/track/1fGXZPAjsxgy9zTCAAaLHM","IT"
"87","Yo No SÃ©","Rvfv","510233","https://open.spotify.com/track/43ic0un1f9Nak0ZCQgvKjY","IT"
"88","Run","OneRepublic","509124","https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd","IT"
"89","La zone (feat. Shiva)","Rhove","508646","https://open.spotify.com/track/2Q1ICiLBk9lmLQz7GhMoWB","IT"
"90","Puta","Escomar","502032","https://open.spotify.com/track/1pAjW35q6iYY9zfcb2KCzz","IT"
"91","love nwantiti (feat. Dj Yo! & AX'EL) - Remix","CKay","501082","https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU","IT"
"92","OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry","495990","https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ","IT"
"93","Body (Remix) [feat. Capo Plaza & Rondodasosa]","Tion Wayne","495557","https://open.spotify.com/track/1JAkXiY10vwLhSbcsiimrp","IT"
"94","Fantastica","Rocco Hunt","488063","https://open.spotify.com/track/1BmVOPdJ1d5cpRbqzA7rJK","IT"
"95","Take My Breath","The Weeknd","470052","https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u","IT"
"96","DIECIMILAVOCI (con ARIETE)","Rkomi","462222","https://open.spotify.com/track/2u2ZTMuRZx0UG7g7w4J76R","IT"
"97","CI SARÃ’","Alfa","462165","https://open.spotify.com/track/1NsIhiM0a8f2Ot33mhudfo","IT"
"98","Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton","459564","https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl","IT"
"99","Rubini (feat. Elisa)","Mahmood","454179","https://open.spotify.com/track/0LgTs0nP7zgSaCMQHGsnEh","IT"
"100","In un'ora","Shade","453971","https://open.spotify.com/track/2g7xewu0kXt7Uo3X8MBlgj","IT"
"101","Meglio di sera (feat. Ãlvaro De Luna & Astol)","Emma Muscat","443924","https://open.spotify.com/track/6SRvdgAhYkPso4J09N23fC","IT"
"102","Di Notte (feat. Sfera Ebbasta & Carl Brave)","Ernia","432568","https://open.spotify.com/track/79VpbVJ1asRXWjkbvlxFED","IT"
"103","Go Go Jack","MINUR","430924","https://open.spotify.com/track/1PmoesTamml0fTaUiTxxe5","IT"
"104","good 4 u","Olivia Rodrigo","428864","https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG","IT"
"105","Scooby Doo","Pinguini Tattici Nucleari","428584","https://open.spotify.com/track/1P6TlFb8EVH2nCX3luVpZW","IT"
"106","Life Goes On","Oliver Tree","427462","https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC","IT"
"107","Happier Than Ever","Billie Eilish","423468","https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8","IT"
"108","Your Love (9PM)","ATB","422874","https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx","IT"
"109","Non Fare CosÃ¬","Capo Plaza","419753","https://open.spotify.com/track/769M2rTiAoL7x2lKDHLjRa","IT"
"110","Parlami","Fasma","415556","https://open.spotify.com/track/00QN58Gx571pB1MEuBAcmL","IT"
"111","Salsa","J-AX","408938","https://open.spotify.com/track/5lHIcwvuMNAWRP8OQwpou7","IT"
"112","Todo De Ti","Rauw Alejandro","402435","https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9","IT"
"113","Musica leggerissima","Colapesce","396478","https://open.spotify.com/track/4LAWJfQbfeMrlX0ShqhC2a","IT"
"114","Fair Trade (with Travis Scott)","Drake","390017","https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS","IT"
"115","Las Vegas","Tancredi","384533","https://open.spotify.com/track/34fqJK3MV1eToqwBm6vo33","IT"
"116","SHIMMY SHIMMY","Takagi & Ketra","382193","https://open.spotify.com/track/1stFp5p3h2svKierTqfEN6","IT"
"117","L","ARIETE","378369","https://open.spotify.com/track/1zDFKQ2JfsRQpQSivgFFkR","IT"
"118","Love Again","Dua Lipa","372200","https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB","IT"
"119","La genesi del tuo colore","Irama","367728","https://open.spotify.com/track/0HyDNYQmQ3obfA81D3y9tG","IT"
"120","Effe","Tony Effe","365903","https://open.spotify.com/track/56nvQibJaC1V84wVMqA3Ck","IT"
"121","VOCE","Madame","364275","https://open.spotify.com/track/4ylL1oPx1rY1yFivslLFOR","IT"
"122","Iko Iko (My Bestie)","Justin Wellington","361681","https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i","IT"
